OBSERVATION,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,TEMP,PRE,RH_OUT,WS,V,TP,E
51049,22.16666667,34.82666667,19.7,36.93333333,21.56666667,34.43333333,20.29,35.62666667,20.13333333,81.69666667,1.5,48.35,19.5,29.06666667,22.82333333,38.65666667,19.0,33.53,3.5,754.55,85.5,1.0,40.0,1.3,70.0
51050,23.2,41.9,21.72571429,43.66857143,24.39,38.59,23.1,39.79,21.54285714,46.49714286,16.13,22.7,23.1,39.06,23.29,42.60571429,22.6,42.42857143,12.4,752.65,79.0,3.5,26.0,8.9,70.0
51051,21.42666667,39.56,19.7,40.32666667,20.745,38.09,19.2,39.7,17.42666667,46.82666667,6.4,86.4,18.42666667,34.0,20.525,41.695,17.79,38.12666667,6.48,752.2166667,96.0,8.166666667000001,45.5,5.88,90.0
51052,20.1,42.36666667,18.29,42.5,21.53333333,39.09,18.5,39.73,18.5,52.06444444,4.623333333,85.73,18.67777778,34.07333333,21.755,44.00555556,18.29,38.95,2.97,734.2,93.0,5.0,63.0,1.93,100.0
51053,19.29,44.12666667,18.39,44.2,19.79,44.06,17.92666667,44.4,17.11111111,51.93333333,1.76,92.23333333,18.5,38.98333333,18.5,45.46111111,17.1,45.59,2.33,765.7333332999999,90.0,3.333333333,27.0,0.8,40.0
51054,23.39,39.26666667,24.23,35.75666667,24.92666667,38.26,23.6,37.52666667,19.34714286,40.26428571,15.4,1.0,22.5,34.53,23.5,39.772,21.89,36.56666667,11.8,757.0666667,66.0,1.0,28.66666667,5.6,80.0
51055,18.5,42.5,17.89,41.73,19.79,43.29,18.1,42.36333333,17.35666667,62.2,3.26,90.96666667,18.0,42.56,18.9175,50.425,16.79,47.96666667,3.38,750.3333332999999,90.0,5.166666667,27.33333333,1.88,40.0
51056,21.1,37.09,18.29,40.29,21.29,36.5,19.79,34.9,18.29,46.66333333,5.3,57.12666667,19.575,31.1,22.0,42.09,19.7,40.79,4.6,761.8,88.0,2.0,65.0,2.8,50.0
51057,22.26,44.69333333,21.7,43.03,21.83285714,45.53857143,21.32333333,44.65666667,20.35111111,71.40388889,4.623333333,95.79333333,18.5,39.76055556,21.37888889,48.18388889,18.03333333,44.86,5.75,758.45,86.5,4.5,27.0,3.6,90.0
51058,21.7,43.82666667,20.32333333,44.59,21.7,42.59,21.53333333,42.96333333,20.19714286,88.61,5.726666667000001,87.9,19.66666667,41.79666667,21.89,46.66333333,18.57142857,44.59,5.33,753.1333333,96.66666667,1.166666667,58.16666667,4.88,110.0
51059,22.79,37.33333333,20.6,39.0,23.89,36.9,22.5,35.13333333,19.6,59.53,9.256666667000001,40.13333333,22.39,36.56,22.79,41.9,21.1,41.38428571,9.6,755.2,79.0,3.0,40.0,6.1,50.0
51060,21.1,39.43,21.32333333,36.73,21.89,38.65666667,21.42666667,36.46333333,18.6,45.76,8.396666667,20.2,20.39,26.7,21.6,36.5,19.73,39.12666667,7.05,764.8,57.0,8.5,29.0,-1.0,70.0
51061,21.29,46.59,20.39,45.29,21.90222222,44.4,19.89,46.79,18.7,62.46777778,9.1,98.59,18.48777778,43.235,20.7,53.33111111,18.6,50.26,8.8,763.6166667,98.83333333,4.166666667,34.16666667,8.58,40.0
51062,20.85666667,40.4,19.5,38.76,22.06666667,39.46666667,18.23,35.12666667,17.39,49.3725,5.19,75.5,17.89,30.7,19.7,37.5225,17.6,36.66333333,3.83,749.0666667,79.66666667,4.166666667,40.0,0.6,630.0
51063,22.0,37.9975,20.6975,37.3975,24.23,35.26666667,19.6,37.29,18.89,41.9,10.96,40.46333333,19.1,33.32666667,20.32333333,38.5,18.6,36.9,7.8,755.85,80.0,4.5,34.5,4.5,70.0
51064,19.5,35.59,17.85666667,36.0,19.64285714,36.70714286,18.39,35.03,17.65714286,44.01285714,2.126666667,71.16666667,17.79,28.1,20.26,36.15666667,17.76,38.02666667,1.1,755.2,79.0,4.0,22.0,-2.1,70.0
51065,21.5,36.96666667,18.79,40.09,22.6,35.93333333,21.956,33.856,20.0,47.0,5.8666666670000005,33.66,21.29,33.47142857,21.82333333,40.19333333,20.1,38.425,4.45,763.15,80.66666667,2.166666667,26.0,1.38,70.0
51066,20.89,35.62666667,17.89,39.2,21.0,35.12666667,20.6,33.3175,18.53333333,51.93333333,4.76,65.76666667,19.79,28.92666667,21.39,36.32666667,19.6,35.7,3.57,763.6,91.0,2.0,41.83333333,2.22,50.0
51067,21.03333333,40.03,19.53333333,39.46333333,23.29,37.62666667,22.13333333,36.09,17.89,47.276,5.1,78.49,19.48428571,30.07142857,20.5,35.9,18.26,38.56333333,4.6,756.6666667000001,69.66666667,2.0,32.0,-0.5,80.0
51068,24.1,47.9,21.79,50.79,25.53333333,42.7,23.46333333,45.9,22.89,50.79,12.39,53.29,23.39,41.156000000000006,24.79,47.83333333,23.2,49.47142857,11.4,754.4,96.0,2.0,46.66666667,10.7,50.0
51069,23.13333333,38.86333333,23.0,34.59333333,23.23,35.96333333,22.89,34.29,21.1,40.49666667,19.32666667,1.0,22.39,30.15,22.6,38.46333333,20.2,36.29,18.2,759.8,45.0,4.0,29.0,6.0,80.0
51070,23.29,41.59,24.89,36.09,24.39,38.7,23.5,39.79,21.31857143,47.09,18.86666667,1.0,23.1,36.98571429,22.736,39.59,22.6,42.59,13.6,754.2,63.0,2.0,40.0,6.63,50.0
51071,21.82333333,44.5,20.5,43.2,23.13333333,42.59666667,19.79,42.46666667,19.89,47.48888889,5.6566666670000005,94.0,18.73,37.69388889,22.18888889,47.46,19.0,44.9,4.87,729.3666667,98.33333333,4.0,28.66666667,4.6,120.0
51072,22.76,40.06666667,20.39,37.63,21.73,34.4,22.26,32.6,18.79,41.12333333,6.863333333,22.33333333,22.025,24.025,23.7,31.82666667,20.0,35.29,6.58,764.2166667,67.66666667,2.0,28.33333333,0.9329999999999999,130.0
51073,21.39,42.33,19.7,41.82666667,20.85666667,41.69333333,19.32333333,37.82666667,17.80111111,49.565,4.19,88.29333333,19.2,36.29,21.67222222,43.04777778,17.89,39.26,3.35,738.85,88.5,3.0,64.0,1.6,100.0
51074,20.39,35.5,17.82333333,37.53,20.96333333,36.0,19.7,33.79,18.32333333,40.09,-1.5666666669999998,76.26,19.5,29.0,21.29,40.79,18.29,38.93333333,-1.58,761.8666667,97.83333333,2.0,33.0,-1.9,50.0
51075,17.39,42.43333333,16.4175,42.64,17.76,40.73,15.39,41.86333333,15.6,48.71,5.623333333,99.9,15.8,37.345,16.79,45.18166667,15.3,41.7675,5.03,765.6333333,99.33333333,3.0,2.666666667,4.97,40.0
51076,22.23,35.45666667,19.6,37.93333333,23.35666667,36.33333333,22.29,32.92,20.7,41.82666667,6.1,28.66666667,22.0,34.06714286,23.478,40.436,20.6,39.79,5.3,763.2,75.0,3.0,40.0,1.2,50.0
51077,23.5,48.49,22.23,47.53,26.26333333,40.4,22.0,47.0,21.2,51.26666667,15.16666667,18.16666667,21.89,36.73,25.0,42.2,20.73,43.2,14.2,748.9666667,60.33333333,6.333333333,40.0,6.5,270.0
51078,21.6,37.7,18.96333333,39.76,21.7,36.4,21.39,37.29,19.89,51.46333333,2.79,53.46666667,20.6,32.0,23.1,43.66333333,19.5,37.5,3.3,749.15,91.0,3.666666667,40.0,1.98,60.0
51079,24.49,52.552,23.57657658,51.77966967,27.278000000000002,46.28,23.7990991,48.76045045,22.70900901,54.05220721,19.3581982,42.08833333,23.62882883,45.89265766,24.732,53.74,23.252,50.4,15.1,750.1,96.0,4.0,40.0,14.4,100.0
51080,20.06666667,43.49,19.35666667,42.5,19.79,44.29,19.6,42.5,17.5,50.86333333,4.366666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53,745.3166667,92.66666667,6.833333333,40.0,3.4,40.0
51081,22.1,37.83333333,20.79,37.09,23.85666667,34.9,19.6,37.32666667,18.89,42.0,11.6,36.22666667,19.1,33.76,20.29,38.82666667,18.6,37.09,7.6,755.9,86.0,3.0,29.0,5.4,60.0
51082,22.35666667,37.16,20.35666667,37.29333333,20.85666667,36.3,20.945,35.84,18.53333333,44.49,8.366666667,27.02333333,22.82333333,29.26666667,25.0,35.0,19.46333333,37.86333333,7.7,768.55,64.0,4.5,26.5,1.25,130.0
51083,20.29,42.9,19.79,41.09,20.89,41.7,19.1,43.06,19.1,63.57722222,1.2,89.76333333,20.04444444,41.22777778,22.28,51.01166667,18.89,45.4,1.9,748.6,98.0,3.0,62.0,1.6,50.0
51084,21.79,42.02666667,19.7,45.15666667,24.2,39.93333333,21.6,40.2,20.79,49.86333333,8.926666667000001,53.66,21.2,36.5,22.82333333,46.93333333,21.0,45.59,8.8,745.45,89.5,4.5,24.5,7.15,50.0
51085,22.82333333,38.25666667,21.2,37.0,22.79,36.79,22.39,36.4,20.7,46.56666667,9.745,15.9,21.85,28.06,23.2,37.16333333,21.0,39.79,9.47,756.7333332999999,69.0,7.333333333,40.0,3.97,90.0
51086,19.2,40.93333333,18.5,40.0,19.29,42.5,19.1,41.0,17.39,49.46666667,7.8666666670000005,53.05666667,18.35666667,36.46333333,18.39,43.63333333,16.89,41.3175,6.33,757.3333332999999,67.0,5.333333333,40.0,0.633,40.0
51087,21.0,39.4,18.66666667,43.06,21.89,36.79,21.5,36.5,19.79,47.5,9.293333333,44.26666667,20.2,32.15285714,21.7,41.09,20.2,39.4,6.5,764.8333332999999,94.0,1.333333333,20.66666667,5.53,50.0
51088,20.85666667,37.39666667,19.1,35.43,20.2,34.73,20.29,33.2,17.79,44.62666667,6.026666667000001,32.66666667,21.13333333,27.7,22.79,35.23,18.6,39.2,6.97,765.2833333,71.16666667,2.0,64.83333333,2.0,150.0
51089,24.89,47.73,26.5,40.46,28.73,42.15666667,24.5,44.9,22.7,52.9,25.0,1.0,23.89,43.42857143,23.79,48.96666667,23.1,46.43333333,21.1,756.1,60.0,1.0,24.0,13.0,250.0
51090,22.92666667,42.93333333,21.02,45.0,24.39,39.4,22.82333333,41.56666667,21.79,49.83714286,12.56666667,48.75666667,22.7,38.05142857,23.2,43.9,22.6,44.2,11.8,757.6,88.0,4.0,40.0,9.8,60.0
51091,20.6,42.5,19.89,40.7,21.0,40.96666667,19.2,41.06,18.89,48.60222222,6.69,93.59,19.79,38.4,22.16666667,46.39777778,19.2,43.5,6.03,743.0,86.33333333,4.666666667,40.0,3.87,110.0
51092,20.2,40.43333333,19.29,40.56,20.5,39.0,21.82333333,37.23,17.89,48.772,3.5925,86.9,18.93714286,32.42714286,20.42666667,38.62666667,18.1,37.46666667,4.25,756.8833333,77.5,2.833333333,28.16666667,0.617,770.0
51093,21.39,45.53,20.53333333,44.7,21.5,44.2,19.6,46.06,19.285,55.69666667,9.69,73.0,18.79,40.4,20.86222222,46.57722222,18.79,46.26,10.4,746.7,73.66666667,6.833333333,40.0,5.95,70.0
51094,20.89,40.66333333,17.79,45.2,23.1,39.79,20.23,38.12666667,20.2,47.02571429,2.326666667,53.33333333,21.29,37.794000000000004,22.79,42.16333333,20.39,43.2,3.85,751.4,92.0,1.5,22.5,2.65,50.0
51095,21.6,35.79,20.15,35.825,20.89,37.26,20.89,36.66333333,18.0,46.0,-0.533333333,94.96333333,21.5,31.03333333,22.434,37.79,18.1,37.2,0.267,764.8666667,76.33333333,2.0,40.0,-3.53,800.0
51096,23.5,39.0,21.7,39.3,23.6,38.53,21.2,38.9,20.29,46.3,8.645,39.145,21.6,32.0,23.29,35.356,20.42666667,38.23,8.9,743.9,70.5,5.0,40.0,3.75,90.0
51097,20.89,38.58285714,19.42142857,37.93714286,22.1,39.36857143,19.17142857,36.0,18.0,45.88166667,7.342857143,77.9,18.92142857,32.2,20.2,38.5,18.5,39.07714286,7.0,739.05,73.5,1.333333333,38.0,2.47,250.0
51098,21.89,43.0,19.39,44.79,23.39,40.6175,21.96333333,39.62666667,20.89,44.571999999999996,5.933333332999999,52.79,21.6,35.9,22.7,43.92714286,20.82333333,44.23,7.4,751.4666667,88.33333333,2.333333333,40.0,5.6,50.0
51099,22.1,44.96666667,21.79,43.59,21.90222222,44.46111111,20.29,48.26,18.67777778,57.215,10.6,90.26333333,18.5,44.2,20.0,50.22,18.6,49.06,9.8,761.4166667000001,89.0,5.833333333,40.0,8.1,60.0
51100,19.6,41.02666667,17.79,41.96333333,20.32333333,40.7,18.5,40.2,17.91444444,58.49444444,2.163333333,89.99,19.39,39.45055556,21.235,46.17444444,17.89,44.62666667,2.13,754.2,80.66666667,6.833333333,40.0,-0.8170000000000001,50.0
51101,21.89,39.5,19.5,42.0,22.1,38.5,20.29,38.7,19.89,52.9,6.69,66.9975,20.39,38.59,22.39,46.43,19.29,41.63333333,6.3,755.5,96.0,3.0,37.0,5.7,50.0
51102,20.2,38.79,18.5,39.26,20.85666667,38.86333333,19.7,37.4,17.89,48.5,2.9,81.69,18.29,33.09,20.5,44.33,18.29,42.03,3.0,743.5,93.0,4.0,23.0,2.0,50.0
51103,20.5,37.09,19.2,37.5,20.0,37.4,19.1,37.16333333,17.6,46.4,4.623333333,75.43,18.2,31.89,21.7,40.4,17.79,37.59,2.6,747.4,92.0,3.0,50.5,1.4,80.0
51104,21.29,39.245,19.6,40.86,20.79,38.09,20.16666667,39.53,19.53333333,74.06666667,7.726666667000001,86.9,18.46333333,36.2,21.1,45.59,17.79,39.29,7.75,750.8,97.0,6.5,55.5,7.3,90.0
51105,21.0,33.5225,19.6,34.0,20.2,34.4,20.89,33.2,17.79,49.33,9.926666667000001,24.02333333,21.89,28.35666667,22.7,33.79,18.6,39.2,9.8,764.75,55.5,4.5,65.0,1.15,50.0
51106,19.46333333,39.89,18.7,36.7,20.06666667,35.63333333,18.96333333,35.9,17.5,44.53,6.066666667000001,80.03,18.03333333,32.82666667,19.39,39.4,17.6,37.26666667,4.67,757.3,85.0,2.333333333,27.33333333,2.27,80.0
51107,21.7,35.73,21.5,33.4,22.39,34.79,22.5,34.01285714,20.1,39.46666667,14.1,1.0,20.6,28.39,21.42666667,34.93333333,20.6,35.46666667,10.8,762.2333332999999,54.0,5.0,40.0,1.7,50.0
51108,20.7,35.62666667,17.2,39.19333333,21.46333333,35.19333333,19.89,34.03,18.89,53.82666667,-0.933333333,51.0,19.29,29.42666667,21.76,40.56,18.89,38.23,-0.1,755.4,95.33333333,1.6666666669999999,35.33333333,-0.767,50.0
51109,23.26,41.76,21.14,44.2,24.39,38.5,23.03333333,39.43333333,21.6,47.16,12.7,39.83333333,23.2,39.82666667,23.412,42.9,22.61428571,43.15285714,11.1,753.0666667,83.0,1.6666666669999999,25.33333333,8.27,50.0
51110,21.1,44.46666667,19.7,44.76,21.73,42.96666667,20.5,43.4,18.46333333,54.4,9.777999999999999,78.04,18.46333333,41.36333333,21.26,49.33333333,18.79,48.0,8.8,751.8,92.0,7.0,64.0,7.6,50.0
51111,20.29,41.89,18.53333333,42.96666667,21.29,39.29,18.5,39.2,18.39,52.59944444,4.59,87.19333333,18.755,34.88722222,21.755,42.62777778,18.2,38.59,3.13,733.2333332999999,94.66666667,4.333333333,63.33333333,2.3,100.0
51112,21.29,35.79,18.29,38.29,22.5,36.09,20.39,34.29,19.7,47.09,1.9,35.745,19.39,29.5,22.6,42.03,19.66666667,39.7,2.07,765.3,91.66666667,1.0,36.0,0.8,50.0
51113,22.16666667,41.23,21.6,40.5,21.0,42.59,20.5,42.16333333,20.29,44.5,3.126666667,96.19,19.29,43.4,19.85666667,50.36333333,17.89,45.12666667,4.7,763.9,87.0,3.0,23.0,2.7,50.0
51114,24.79,47.0,23.12857143,49.09571429,26.0,43.4,25.1,44.2,23.79,52.62666667,14.0,57.79666667,24.6,41.45714286,25.6,48.51285714,24.0,47.10571429,11.7,744.3,99.0,1.0,17.66666667,11.6,60.0
51115,24.89,47.9,23.54,48.29,26.39,43.72571429,25.1,45.59,24.29,61.33333333,14.69,53.03,24.6,43.0,26.37,53.571999999999996,24.0,47.2,14.9,749.4333333,88.33333333,2.0,40.0,12.9,60.0
51116,21.1,35.66333333,19.89,36.06,20.1,36.5,19.9175,35.5,17.2,44.0,2.2,78.43333333,17.39,30.2,20.5,37.275999999999996,17.29,35.46,1.17,757.3666667,96.33333333,2.0,49.66666667,0.6,80.0
51117,22.5,43.03,21.7,42.06,22.51666667,44.0,21.06666667,41.96666667,19.32333333,65.72333333,4.366666667,82.99333333,18.6,37.17555556,22.875,45.545,18.29,44.13333333,4.1,765.35,86.0,3.166666667,40.0,1.9,70.0
51118,20.29,36.93333333,17.5,39.86333333,20.1,37.12666667,21.29,35.56,18.0,53.56666667,4.09,53.43,18.29,35.26666667,20.29,44.2,17.32333333,38.29,1.55,752.3,82.83333333,1.0,21.66666667,-1.03,60.0
51119,24.79,47.29,22.79,49.22571429,26.5,44.59,25.2,44.5,23.89,54.46666667,12.46333333,56.22333333,24.7,42.0,25.89,50.516000000000005,24.0,48.0,12.6,745.0,98.0,1.0,51.0,12.3,50.0
51120,20.79,38.4,19.1,39.9,21.89,35.4,21.2,36.4,19.89,40.9,8.933333333,60.06,20.89,33.111999999999995,22.26,37.7,19.7,36.46666667,6.92,750.1,93.0,4.333333333,59.16666667,5.85,60.0
51121,20.82333333,39.73,18.7,40.96666667,21.0,40.43333333,20.2,38.4,18.7,64.014,-1.3566666669999998,82.66,19.1,39.06,20.5,46.59,18.29,43.59,-1.2,760.4,98.0,2.0,61.0,-1.5,50.0
51122,20.0,35.7,17.7,37.16333333,20.5,35.26,19.66666667,33.0,17.82333333,42.73,1.133333333,80.83,19.0,28.2225,20.6,37.46666667,18.2,37.96,0.8,760.5833332999999,92.0,3.5,45.16666667,-0.36700000000000005,70.0
51123,21.73,35.29,19.0,37.43333333,21.29,34.76,20.56666667,36.29,19.6,68.89333333,0.7333333329999999,50.26666667,19.5,29.6,22.5,41.1,18.89,34.86333333,2.28,755.1,88.83333333,1.0,37.83333333,0.617,60.0
51124,20.89,40.59,19.2,40.29,20.29,40.09,20.2,38.29,18.76,61.36333333,-5.19,87.65777778,20.0,37.5,21.1,47.4,17.63333333,40.32666667,-4.0,761.8166667,86.83333333,2.166666667,25.33333333,-5.93,40.0
51125,25.26,47.0,25.5625,43.9,26.73,42.2,25.53333333,44.7,24.0,49.7,23.745,5.7,25.0,44.272,25.37571429,48.01285714,24.1,47.5,19.5,749.9,73.33333333,3.666666667,40.0,14.6,60.0
51126,20.79,38.15666667,19.26,39.36,21.89,34.9,21.29,36.56428571,19.89,40.79,9.866666667,40.96,21.0,32.5,22.5,37.32666667,19.79,36.0,8.77,751.3,80.33333333,5.0,32.66666667,5.5,60.0
51127,21.29,39.73,20.1,39.79666667,21.1,39.56666667,20.76,38.86333333,18.29,51.76722222,5.333333333,88.59,19.12777778,36.38777778,21.89,41.26333333,18.2,38.96666667,3.78,731.4333333,95.0,5.0,20.83333333,2.98,70.0
51128,21.66666667,42.09666667,20.1,42.36,21.26,40.56,21.2,38.86333333,18.40571429,50.23857143,1.326666667,84.09,18.73,35.06666667,20.7,40.16333333,18.272000000000002,39.316,2.9,760.0,90.0,1.0,40.0,1.4,120.0
51129,23.6,33.76,22.42142857,31.75428571,24.2,34.2,23.06666667,32.02333333,22.7,37.254,17.5,1.0,23.736,28.58,25.0,34.7,22.89,38.92857143,14.0,760.45,49.0,2.0,40.0,3.4,90.0
51130,21.2,38.79,18.5,42.9,22.0,36.9,19.6,37.59,19.5,42.9,7.226666667000001,69.59666667,19.26,32.96666667,22.29,41.5675,19.6,40.4,6.63,761.5333333,90.5,3.0,21.33333333,5.1,50.0
51131,22.46333333,39.95666667,21.89,37.18555556,21.29,39.95666667,20.24814815,41.04407407,20.39,41.576875,2.4,95.0,17.67142857,36.47142857,19.39,45.49090909,17.29,41.36333333,2.7,757.65,93.0,6.0,43.0,1.7,90.0
51132,21.7,40.79,20.43,42.65666667,22.39,38.2,21.0,39.46333333,19.89,46.7,11.32666667,50.16333333,21.2,37.09666667,23.0,42.56666667,20.29,43.43,9.17,740.1333333,85.66666667,10.0,55.33333333,6.73,100.0
51133,22.39,42.145,20.03333333,44.09,24.76,40.23,23.0,38.53,21.1,55.32142857,7.06,45.76,21.6,34.7,23.29,46.4,20.96333333,40.96333333,7.77,751.6333333,85.33333333,2.0,40.0,5.4,60.0
51134,22.1,38.56,21.1,37.76,22.5,37.46666667,21.29,38.36333333,20.13333333,47.96666667,10.33333333,24.93,20.7,31.66333333,23.89,37.43,20.35666667,37.13333333,10.4,753.1833333,63.5,2.0,40.0,3.77,100.0
51135,21.82333333,35.23,19.1,37.46666667,21.29,34.7,20.5,36.4,19.66666667,71.19666667,0.933333333,50.4,19.5,29.56666667,22.6,40.52666667,18.92666667,34.66333333,2.63,755.0333333,87.5,1.0,40.0,0.75,60.0
51136,21.79,36.12666667,21.025,35.6175,25.42666667,37.53,20.0,37.62666667,19.89,70.62333333,12.89,1.0,19.39,30.96333333,22.46333333,39.09,19.46333333,38.66333333,10.5,759.4,63.0,3.0,22.0,3.7,100.0
51137,21.85666667,38.46666667,19.46333333,41.93333333,22.89,37.29,20.2,38.9,20.6,81.39666667,8.525555556,45.12944444,20.79,33.5,22.98611111,43.015,20.39,40.45,6.8,750.05,78.0,8.0,33.5,3.2,100.0
51138,22.79,46.76666667,21.0,47.19333333,24.7,40.56,21.89,40.156,20.92666667,49.23,9.323333332999999,34.23,21.29,33.156,24.29,40.86,21.0,41.0925,8.77,748.5833332999999,81.16666667,2.166666667,30.83333333,5.62,110.0
51139,21.0,39.29,19.6,38.4,22.5,38.9,18.84,35.45,17.29,45.73571429,8.13,59.89,19.79,29.79,20.79,36.678000000000004,17.89,41.4,7.33,760.25,67.33333333,5.0,30.83333333,1.53,240.0
51140,22.1,37.23,19.79,39.33333333,21.2,37.53,21.32333333,34.32666667,18.96333333,58.33333333,3.56,47.53333333,19.79,31.86,22.29,37.63333333,18.1,39.93333333,3.4,762.2166667,82.5,2.0,61.33333333,0.7,50.0
51141,23.03333333,38.62666667,21.23,39.53,22.53333333,37.79,21.63333333,37.96333333,20.86,71.96666667,5.56,60.73333333,19.79,35.43,23.6,38.79,19.7,37.925,5.17,756.1166667,89.0,1.0,56.16666667,3.42,70.0
51142,20.2,39.02666667,18.46333333,39.59,20.73,38.79,19.66666667,37.52666667,17.96333333,46.93333333,3.2,81.69,18.29,33.12666667,20.39,43.12666667,18.29,41.86333333,3.35,743.8,93.0,4.5,26.0,2.3,50.0
51143,26.2,43.52666667,27.2225,38.2,28.33571429,39.83714286,25.7,42.856,24.23,47.59,23.85666667,1.0,25.53333333,39.1,25.1,45.31428571,24.434,44.036,22.5,747.8333332999999,48.66666667,5.666666667,36.33333333,11.1,80.0
51144,20.79,37.7,18.89,39.7,22.0,34.7,21.1,35.9,19.89,40.79,9.95,39.04,21.0,32.2,22.7,37.32666667,19.79,35.9,7.08,752.65,89.0,4.166666667,24.16666667,5.35,70.0
51145,20.53333333,41.29,19.85666667,40.0,21.0,40.09,19.26,40.5,18.89,48.645,6.8,93.46666667,19.29,37.5,21.5,43.055,19.16666667,43.79,5.3,742.3,93.0,6.0,29.0,4.2,70.0
51146,19.79,38.59,19.0,38.93333333,19.29,39.2,18.73,36.96666667,17.89,56.46666667,-6.01,81.87666667,17.5,31.76,20.29,41.79666667,16.39,39.09,-4.25,758.65,92.5,1.0,61.0,-5.35,40.0
51147,22.89,36.4,22.79,34.03,26.06666667,35.99666667,23.0,34.2,20.7,41.7,15.69666667,1.0,21.96857143,30.52857143,22.89,38.22333333,20.6,38.5,13.5,758.2333332999999,58.0,6.0,40.0,5.2,90.0
51148,19.16666667,41.16333333,17.63333333,42.82666667,20.39,38.345,17.5,40.15666667,17.0,46.25142857,8.1,93.09,17.6,36.66333333,19.35666667,48.2,17.6,43.26,7.95,754.3,97.0,6.0,60.0,7.55,40.0
51149,21.1,37.59,18.1,39.9,21.89,36.29,21.0,35.2,19.7,49.09,0.8,55.2,20.43714286,31.33285714,22.7,42.96666667,19.5,38.73,2.4,748.6,93.0,3.0,40.0,1.4,50.0
51150,21.92666667,40.43,21.13,38.86333333,21.1,43.26666667,19.63333333,43.7,17.7,51.35722222,8.1,99.9,17.1,42.41555556,20.5,51.81388889,16.79,46.36333333,7.53,751.5333333,96.33333333,6.666666667,46.66666667,6.97,50.0
51151,21.57142857,37.09,19.29,39.16857143,21.52857143,36.85285714,20.27714286,35.80857143,19.1,62.79857143,1.23125,75.47125,18.7,31.07142857,22.0,38.4,18.29,36.86857143,1.8,740.25,93.0,2.0,23.66666667,0.7,70.0
51152,19.79,37.43333333,17.29,40.43333333,20.5,36.9,18.39,36.96666667,18.2,43.79,3.93,80.4,18.1,31.76,20.5,42.56,18.29,39.62666667,2.75,741.6666667000001,91.16666667,1.166666667,59.83333333,1.38,50.0
51153,22.6,36.53,20.0,39.12666667,22.79,36.5,19.7,38.29,19.2,43.4,6.9,51.7,19.2,34.29,21.7,47.29,19.0,39.62666667,6.93,756.4333333,95.16666667,2.0,23.33333333,6.25,50.0
51154,21.6,36.09,19.6,36.88428571,20.79,38.0,19.67777778,35.29,18.6,52.5675,3.59,67.6175,18.9175,31.6875,21.27,44.72555556,18.5,40.35285714,4.2,745.5,75.0,6.5,40.0,0.05,50.0
51155,23.0,40.66333333,20.39,43.93333333,23.96333333,38.06,22.79,39.7,21.04,49.79,6.763333332999999,50.93,23.16666667,40.63,23.7,41.714,22.5,43.9,7.57,750.1,96.66666667,1.8333333330000001,22.0,7.02,60.0
51156,21.79,39.2,19.0,43.26,22.89,39.09,20.6,39.29,19.89,48.5,6.19,65.93333333,20.5,34.59,23.26,45.22333333,20.39,42.93333333,6.0,754.25,98.83333333,1.0,57.33333333,5.87,50.0
51157,23.96333333,45.5,22.39,46.29,25.73,39.7,24.29,42.7,22.39,53.66333333,15.93333333,31.72333333,23.956,42.59,24.0,47.86333333,22.79,46.32666667,13.9,755.8,87.0,1.6666666669999999,52.66666667,11.7,50.0
51158,24.7,38.53,24.04285714,36.53714286,24.7,37.0,23.89,36.46333333,21.7675,59.8225,20.912,1.0,23.6,34.29,24.34714286,40.83714286,21.6,39.53,21.3,752.3333332999999,46.33333333,3.166666667,40.0,9.18,120.0
51159,20.89,38.59,18.1,42.26,22.23,36.4,21.56,35.29,19.89,47.4,5.226666667,47.36,20.2,31.34714286,22.0,42.86333333,20.23,40.43333333,5.13,764.2666667000001,94.0,2.0,24.0,4.23,50.0
51160,22.2,41.9,21.5,41.4,20.7,44.09,18.82333333,46.79,19.79166667,79.71222222,8.19,99.9,16.13888889,44.71,18.7,49.9,16.1,49.43333333,8.1,767.4,95.0,4.0,61.0,7.4,90.0
51161,21.7,42.09,20.2,43.09,24.23,38.83,20.29,40.76,20.0,63.0,14.72666667,44.6,21.0,37.62666667,22.6,41.23,19.92666667,42.0,12.7,754.6,69.0,9.0,40.0,7.0,80.0
51162,25.0,40.23,28.39,31.65,26.1,38.59,25.13333333,38.0,23.1,45.22666667,27.57142857,1.0,23.89,37.23,24.40571429,39.97142857,23.1,42.495,23.8,751.9333333,44.66666667,3.333333333,40.0,11.0,60.0
51163,22.0,39.5,19.79,41.93333333,22.0,38.29,20.39,38.7,20.0,53.66333333,6.8666666670000005,64.46333333,20.39,38.5,22.6,45.2,19.29,40.66333333,6.3,755.6666667000001,96.0,3.0,43.66666667,5.7,60.0
51164,21.89,43.0,19.82333333,45.59,24.0,39.53,21.6,40.32142857,20.79,49.46666667,9.33,52.73333333,21.2,36.5,22.79,46.56666667,21.0,45.56,8.8,745.55,89.16666667,4.166666667,24.16666667,7.12,60.0
51165,21.39,36.12666667,19.32333333,37.86333333,21.29,34.9,20.89,33.59,18.5,46.09,7.92,44.9925,19.79,29.32333333,22.1,35.06666667,19.7,37.93333333,6.27,762.1,85.16666667,4.0,40.0,3.85,50.0
